group,type,url,status_code,inlinks,unique_inlinks,target_or_redirect,priority,recommended_action,note
residual_links,redirect,https://defiliban.io/bitunix-fee-discount-what-is-actually-verified/,301,2,2,https://defiliban.io/bitunix-fee-discount-kyc-claims/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/blackrock-withdraws-172-84m-btc-eth-coinbase/,301,2,2,https://defiliban.io/blackrock-withdraws-btc-eth-from-coinbase-three-days/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/blackrocks-european-ishares-bitcoin-etp-ib1t-tops-1-1b/,301,2,2,https://defiliban.io/blackrock-european-ishares-bitcoin-etp-ib1t-surpasses-1-1-billion-assets/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/bnp-paribas-crypto-etns-trading/,301,2,2,https://defiliban.io/bnp-paribas-crypto-linked-etns-trading-expansion/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/bridged-dot-exploited-on-ethereum-as-attacker-mints-1b-tokens/,301,2,2,https://defiliban.io/bridged-dot-exploit-ethereum-1b-minted/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/btc-etfs-see-22-6m-net-weekly-inflow-after-just-4-trading-days/,301,2,2,https://defiliban.io/btc-etfs-22-6m-net-weekly-inflow-4-days/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/bybit-delists-syn-from-futures-trading-what-traders-need-to-know/,301,2,2,https://defiliban.io/bybit-delists-syn-from-futures-trading/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/citigroup-cuts-bitcoin-to-112k-and-ethereum-to-3175-on-u-s-crypto-law-delays/,301,2,2,https://defiliban.io/citigroup-cuts-bitcoin-ethereum-forecasts-us-crypto-legislation-stalls/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/cme-bitcoin-volatility-futures-launch-june/,301,2,2,https://defiliban.io/cme-group-bitcoin-volatility-futures-june-1/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/coinbase-ventures-shifts-capital-to-tokenization-defi-and-ai/,301,2,2,https://defiliban.io/coinbase-ventures-funding-slows-capital-shifts-tokenization-defi-ai-agents/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/commons-bridge-hack-syndicate-reports-security-breach/,301,2,2,https://defiliban.io/commons-bridge-hack-syndicate-report/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/digital-asset-investment-inflows-slow-to-230m-as-feds-hawkish-pause-cools-crypto-demand/,301,2,2,https://defiliban.io/digital-asset-investment-inflows-230-million-fed-hawkish-pause/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/ether-etf-inflows-hit-record/,301,2,2,https://defiliban.io/ether-etf-inflows-record-11-68-billion-187-million-weekly-inflow/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/ethereum-staking-ratio-hits-record-high-why-85b-securing-eth-matters/,301,2,2,https://defiliban.io/ethereum-staking-ratio-record-high-85b-network-security/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/ethereum-whale-buys-1979-eth-after-4-14m-accumulation/,301,2,2,https://defiliban.io/ethereum-whale-buys-another-1979-eth-4-14m/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/fear-greed-index-for-btc-how-to-read-bitcoin-sentiment/,301,2,2,https://defiliban.io/fear-greed-index-for-btc/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/jiang-zhuoer-shorts-eth-what-it-means-for-the-near-term-market,301,2,2,https://defiliban.io/jiang-zhuoer-shorted-eth-short-to-medium-term/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/machi-liquidated-eth-long-market-drops-reopens-position/,301,2,2,https://defiliban.io/machi-eth-long-liquidated-reopens-position/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/morgan-stanley-msbt-bitcoin-etf-defi-wbtc-impact/,301,2,2,https://defiliban.io/morgan-stanley-msbt-bitcoin-etf/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/philadelphia-fed-manufacturing-index-jumps-to-18-1-in-march-beating-forecasts/,301,2,2,https://defiliban.io/philadelphia-fed-manufacturing-index-march-18-1/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/privacy-bitcoin-or-ai-bitcoin-what-matters-most-in-2026,301,2,2,https://defiliban.io/privacy-bitcoin-or-ai-bitcoin/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/rba-asset-tokenization-could-unlock-aud-24b-in-australia/,301,2,2,https://defiliban.io/rba-tokenization-aud-24-billion/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/resolv-exploit-ripples-through-defi-key-metrics-this-week/,301,2,2,https://defiliban.io/resolv-exploit-defi-metrics-week/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/resolv-labs-hack-claim-what-we-know-about-the-reported-50m-usr-incident/,301,2,2,https://defiliban.io/resolv-labs-hack-claim-50m-usr/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/santiment-btc-bullish-to-bearish-social-ratio-falls-to-5-week-low/,301,2,2,https://defiliban.io/btc-bullish-bearish-social-ratio-5-week-low/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/sec-chair-bitcoin-mining-rewards-not-securities/,301,2,2,https://defiliban.io/sec-chair-bitcoin-mining-rewards-not-securities-washington-dc/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/sosovalue-us-spot-bitcoin-etfs-saw-11-84m-inflow/,301,2,2,https://defiliban.io/sosovalue-us-spot-bitcoin-etfs-11-84-million-net-inflow-april-21/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/strategy-buys-3273-btc-255m-holdings-818334-btc/,301,2,2,https://defiliban.io/strategy-bought-3273-btc-for-255-million-total-holdings-818334-btc/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/tether-says-it-froze-344m-in-usdt-after-u-s-requests/,301,2,2,https://defiliban.io/tether-froze-344-million-usdt-us-law-enforcement-requests/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/top-5-crypto-news-last-24-hours-blockstream-quantum-security,301,2,2,https://defiliban.io/top-5-crypto-news-last-24-hours-blockstream-quantum-security/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/uniswap-foundation-fy-2025-financial-summary-shows-runway-through-january-2027/,301,2,2,https://defiliban.io/uniswap-foundation-fy-2025-financial-summary-january-2027-runway-2/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/upbit-lists-ethfi-krw-pair-bringing-ether-fi-to-south-korea/,301,2,2,https://defiliban.io/upbit-ethfi-krw-listing-etherfi/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/visa-stablecoin-pilot-expands-nine-chains/,301,2,2,https://defiliban.io/visa-expands-stablecoin-pilot-nine-chains-base-polygon-canton-tempo-arc/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/wealthiest-families-are-quietly-parking-serious-money-in-bitcoin/,301,2,2,https://defiliban.io/wealthiest-families-parking-money-in-bitcoin/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/whale-opens-19m-40x-btc-long-gets-liquidated-in-1-hour/,301,2,2,https://defiliban.io/whale-btc-40x-long-liquidated/,low,replace source links with final destination,
residual_links,redirect,https://defiliban.io/xrp-ripple-and-kyobo-partner-on-korea-tokenized-bond-settlements,301,2,2,https://defiliban.io/xrp-ripple-kyobo-tokenized-bond-settlements-korea/,low,replace source links with final destination,
residual_links,broken,https://defiliban.io/cdn-cgi/l/email-protection,404,37,31,,high,replace/remove source links or keep 404 if no safe target,Top residual 404 after wave 2; sources are article-body obfuscated email links.
residual_links,broken,https://defiliban.io/bybit-lists-blend-futures-key-details-market-impact-and-what-to-watch/,404,3,3,,medium,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/fbi-charges-three-men-6-5m-crypto-robbery-spree/,404,3,3,,medium,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/two-wallets-possibly-linked-to-gammafund-move-10976-eth-to-binance-in-one-hour/,404,3,3,,medium,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/whale-0x049b-opens-40m-in-20x-btc-eth-shorts,404,3,3,,medium,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/messari-solana-generated-342-2m-in-chain-gdp-in-q1-2026/,404,3,2,,medium,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/400m-crypto-longs-liquidated-10-minutes-what-triggered-wipeout/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/bitcoin-and-ethereum-etf-net-flows-april-7-update,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/bitcoin-exchange-reserves-hit-7-year-low-amid-etf-demand/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/bitcoin-long-term-holder-supply-hits-highest-level-since-august-2025/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/bitcoin-stress-cycle-nears-end-but-reversal-isnt-here-yet,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/bitmine-holds-over-5x-more-eth-than-next-company/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/bybit-delists-sweat-from-spot-trading-impact-timeline-and-next-steps/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/coinbase-usdc-treasury-deployer-hyperliquid/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/crypto-market-structure-bill-clears-banking-committee-bipartisan-support/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/ethereum-clear-signing-standard-targets-blind-signing/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/ftx-alameda-unstakes-sol/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/gemini-lawsuit-investors-allege-exchange-misled-market/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/gold-backed-stablecoin-usdkg-enters-hong-kong-via-osl-listing/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/grayscale-and-vaneck-update-bnb-etf-filings-amid-sec-review/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/ice-okx-brent-wti-perpetual-oil-futures/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/india-meity-blocks-polymarket-theprint-report/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/kraken-switching-cross-chain-provider-layerzero-chainlink/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/metaplanet-q1-2026-btc-treasury-sales/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/mubadala-increases-blackrock-bitcoin-etf-holdings-to-more-than-565-million/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/okx-acquire-20-percent-stake-coinone/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/paxos-labs-funding-round-brings-in-12-million,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/peckshield-flags-11-58m-verus-ethereum-hack/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/qcp-capital-oil-shock-risk-off-mood-and-btcs-74k-rejection/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/sec-delays-blockchain-based-tokenized-stocks-plan/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/swedbank-ab-increases-strategy-mstr-stake-by-2852-shares-as-institutional-bitcoin-proxy-demand-builds/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/trump-meme-team-wallet-transfers-4-915m-trump-to-3s7zwp/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/usdc-treasury-mints-249936787-usdc-new-issuance-signals/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
residual_links,broken,https://defiliban.io/usdc-treasury-mints-250-million-in-usdc-as-stablecoin-supply-expands/,404,2,2,,low,replace/remove source links or keep 404 if no safe target,
hub_metadata,meta_desc_missing,https://defiliban.io/market/binance/,200,,,,medium,add unique meta description; verify hub should stay indexed,Indexable hub/category missing meta description.
hub_metadata,meta_desc_missing,https://defiliban.io/crypto/,200,,,,medium,add unique meta description; verify hub should stay indexed,Indexable hub/category missing meta description.
hub_metadata,meta_desc_missing,https://defiliban.io/market/business/,200,,,,medium,add unique meta description; verify hub should stay indexed,Indexable hub/category missing meta description.
hub_metadata,meta_desc_missing,https://defiliban.io/blog/,200,,,,medium,add unique meta description; verify hub should stay indexed,Indexable hub/category missing meta description. Also missing H1.
hub_metadata,meta_desc_missing,https://defiliban.io/news/,200,,,,medium,add unique meta description; verify hub should stay indexed,Indexable hub/category missing meta description.
hub_metadata,meta_desc_missing,https://defiliban.io/cmc/,200,,,,medium,add unique meta description; verify hub should stay indexed,Indexable hub/category missing meta description.
hub_metadata,meta_desc_missing,https://defiliban.io/blockchain/,200,,,,medium,add unique meta description; verify hub should stay indexed,Indexable hub/category missing meta description.
hub_metadata,meta_desc_missing,https://defiliban.io/market/,200,,,,medium,add unique meta description; verify hub should stay indexed,Indexable hub/category missing meta description.
hub_metadata,meta_desc_missing,https://defiliban.io/crypto/bitcoin/,200,,,,medium,add unique meta description; verify hub should stay indexed,Indexable hub/category missing meta description.
hub_metadata,meta_desc_missing,https://defiliban.io/crypto/ethereum/,200,,,,medium,add unique meta description; verify hub should stay indexed,Indexable hub/category missing meta description.
hub_metadata,meta_desc_missing,https://defiliban.io/crypto/tether/,200,,,,medium,add unique meta description; verify hub should stay indexed,Indexable hub/category missing meta description.
hub_metadata,meta_desc_missing,https://defiliban.io/crypto/forex/,200,,,,medium,add unique meta description; verify hub should stay indexed,Indexable hub/category missing meta description.
hub_metadata,meta_desc_missing,https://defiliban.io/news/mining/,200,,,,medium,add unique meta description; verify hub should stay indexed,Indexable hub/category missing meta description.
hub_metadata,meta_desc_missing,https://defiliban.io/news/nft/,200,,,,medium,add unique meta description; verify hub should stay indexed,Indexable hub/category missing meta description.
hub_metadata,meta_desc_missing,https://defiliban.io/news/stocks/,200,,,,medium,add unique meta description; verify hub should stay indexed,Indexable hub/category missing meta description.
hub_metadata,meta_desc_missing,https://defiliban.io/market/money/,200,,,,medium,add unique meta description; verify hub should stay indexed,Indexable hub/category missing meta description.
hub_metadata,meta_desc_missing,https://defiliban.io/market/trading/,200,,,,medium,add unique meta description; verify hub should stay indexed,Indexable hub/category missing meta description.
hub_metadata,meta_desc_missing,https://defiliban.io/projects/,200,,,,medium,add unique meta description; verify hub should stay indexed,Indexable hub/category missing meta description.
