url,last_crawled_gsc,current_status_code,current_indexability,current_indexability_status,inlinks_old_triage,word_count_old_triage,duplicate_title_count_old_triage,flags_old_triage,title_old_triage,action_bucket,priority,reason
https://defiliban.io/?rb-etemplate=home-footer,1970-01-01,MISSING,MISSING,,,,,missing_from_crawl_export,,fix_technical_url,high,Template/query URL should not be a crawlable destination.
https://defiliban.io/aave-at-320-stellarpad-ai-grows-blockdag-crosses-405m/,1970-01-01,200,Indexable,,52,1164,1,single_slug;blockdag_cluster,"AAVE at $320, StellarPad AI Grows, BlockDAG Crosses $405M",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/aave-dao-token-ownership-proposal/,1970-01-01,200,Indexable,,49,715,1,single_slug,Aave DAO Token Holders Reject Ownership Proposal - DeFiliban,deprioritize,low,Indexable URL currently discovered but not a high-priority push candidate based on local signals.
https://defiliban.io/aave-lift-injunction-30766-eth-arbitrum-dao-kelp-victims/,1970-01-01,200,Indexable,,42,778,1,single_slug,"Aave Moves to Lift Injunction on 30,766 ETH Transfer to Arbitrum DAO",deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/aave-phase-ii-rseth-recovery-after-attacker-liquidations/,1970-01-01,200,Indexable,,,,,missing_from_crawl_export,,deprioritize,low,Indexable URL currently discovered but not a high-priority push candidate based on local signals.
https://defiliban.io/ada-pi-vs-blockdag-which-is-the-best-long-term-crypto-investment/,1970-01-01,200,Indexable,,50,1183,1,single_slug;blockdag_cluster,ADA & Pi vs BlockDAG: Which is the Best Long Term Crypto Investment?,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/ada-ripple-face-off-as-bdag-396m-presale-signals-momentum/,1970-01-01,200,Indexable,,51,1053,1,single_slug,ADA & Ripple Face Off as BDAG $396M Presale Signals Momentum,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/ada-steady-sui-climbs-blockdag-announces-september-25-testnet-launch/,1970-01-01,200,Indexable,,53,1080,1,single_slug;blockdag_cluster,"ADA Steady, SUI Climbs, BlockDAG Announces September 25 Testnet Launch!",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/ada-weakens-pump-targets-0-0095-but-blockdags-testnet-steals-the-show/,1970-01-01,200,Indexable,,52,1107,1,single_slug;blockdag_cluster,"ADA Weakens, Pump Targets $0.0095, but BlockDAG’s Testnet Steals The Show!",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/admiral-samuel-paparo-bitcoin-national-interest/,1970-01-01,200,Indexable,,55,775,1,single_slug,Admiral Samuel Paparo Bitcoin: National Interest Call,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/aerodrome-velodrome-merger-aero/,1970-01-01,200,Indexable,,51,769,1,single_slug,Aerodrome Merges with Velodrome to Launch Aero Platform - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/agridex-stablecoin-trades-africa-2/,1970-01-01,MISSING,MISSING,,50,650,1,single_slug;suffix_2_3_4;wordcount_lt700,AgriDex Processes $9 Million in Stablecoin Trades - DeFiliban,ignore_already_handled,low,"URL is missing from the latest local crawl, likely already removed or no longer internally reachable."
https://defiliban.io/agridex-stablecoin-trades-africa/,1970-01-01,200,Indexable,,50,692,1,single_slug;wordcount_lt700,AgriDex Reaches $9 Million in Stablecoin Trades - DeFiliban,deprioritize,low,Indexable URL currently discovered but not a high-priority push candidate based on local signals.
https://defiliban.io/ai-infrastructure-investment-growth/,1970-01-01,200,Indexable,,55,816,1,single_slug,AI Infrastructure Investment Projected to Reach $1.4 Trillion - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/ai-stablecoins-quietly-bringing-new-users-into-crypto/,1970-01-01,200,Indexable,,50,1118,1,single_slug,AI and Stablecoins Are Quietly Bringing New Users Into Crypto,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/air-summit-2026-where-artificial-intelligence-powers-the-next-wave-of-innovation/,1970-01-01,200,Indexable,,52,673,1,single_slug;wordcount_lt700,AIR Summit 2026: WHERE ARTIFICIAL INTELLIGENCE POWERS THE NEXT WAVE OF INNOVATION,deprioritize,low,Indexable URL currently discovered but not a high-priority push candidate based on local signals.
https://defiliban.io/algorand-foundation-cuts-staff-crypto-market-uncertainty/,1970-01-01,200,Indexable,,48,980,1,single_slug,Algorand Foundation Cuts 25% of Staff Amid Crypto Market Uncertainty,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/alphaton-capital-toncoin-treasury-strategy/,1970-01-01,200,Indexable,,52,779,1,single_slug,AlphaTON Capital Launches $100 Million Toncoin Treasury Strategy - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/altcoin-etfs-launch-united-states/,1970-01-01,200,Indexable,,52,1049,1,single_slug,Altcoin ETFs Launch in the United States - DeFiliban,delete_or_noindex,medium,Launch/listing/announcement-style URL with weak crawl-quality signals.
https://defiliban.io/altcoins-that-will-explode-in-2025-eth-xrp-blockdag-hype/,1970-01-01,200,Indexable,,51,1066,1,single_slug;blockdag_cluster,"Altcoins That Will Explode in 2025: ETH, XRP, BlockDAG & HYPE",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/amundi-100m-tokenized-fund-ethereum/,1970-01-01,200,Indexable,,61,1178,1,single_slug,Amundi Launches $100M Tokenized Fund on Ethereum,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/antony-turner-the-visionary-ceo-powering-blockdags-nearly-435m-presale-success/,1970-01-01,200,Indexable,,53,948,1,single_slug;blockdag_cluster,Antony Turner: The Visionary CEO Powering BlockDAG’s Nearly $435M Presale Success,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/apollo-coinbase-stablecoin-credit/,1970-01-01,200,Indexable,,47,660,1,single_slug;wordcount_lt700,Apollo Partners with Coinbase for Stablecoin Credit Initiative - DeFiliban,deprioritize,low,Indexable URL currently discovered but not a high-priority push candidate based on local signals.
https://defiliban.io/aptos-app-revenue-bitnomial-launch/,1970-01-01,200,Indexable,,47,800,1,single_slug,Aptos App Revenue Surpasses $1 Million After Bitnomial Launch - DeFiliban,delete_or_noindex,medium,Launch/listing/announcement-style URL with weak crawl-quality signals.
https://defiliban.io/aptos-apps-revenue-million/,1970-01-01,200,Indexable,,48,682,1,single_slug;wordcount_lt700,Aptos Apps Generate Over $1 Million in One Day - DeFiliban,deprioritize,low,Indexable URL currently discovered but not a high-priority push candidate based on local signals.
https://defiliban.io/architect-financial-technologies-ax-launch/,1970-01-01,200,Indexable,,52,730,1,single_slug,Brett Harrison Launches Architect Financial Technologies Platform AX - DeFiliban,delete_or_noindex,medium,Launch/listing/announcement-style URL with weak crawl-quality signals.
https://defiliban.io/ark-invest-bitcoin-transfers/,1970-01-01,200,Indexable,,52,628,1,single_slug;wordcount_lt700,ARK Invest Transfers Bitcoin Amid Market Predictions - DeFiliban,deprioritize,low,Indexable URL currently discovered but not a high-priority push candidate based on local signals.
https://defiliban.io/ark-invest-block-inc-shares/,1970-01-01,200,Indexable,,55,821,1,single_slug,"Ark Invest Acquires 262,463 Shares of Block, Inc. - DeFiliban",deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/ark-invest-circle-share-acquisition/,1970-01-01,200,Indexable,,57,817,1,single_slug,Ark Invest Acquires $30.5 Million in Circle Shares - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/ark-invest-circle-shares-20-drop/,1970-01-01,200,Indexable,,57,1175,1,single_slug,Ark Invest Buys $16M Circle Shares After 20% Stock Crash,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/ark-invest-crypto-trades-2026/,1970-01-01,200,Indexable,,50,713,1,single_slug,ARK Invest Executes Major Crypto Trades in 2026 - DeFiliban,deprioritize,low,Indexable URL currently discovered but not a high-priority push candidate based on local signals.
https://defiliban.io/ark-invest-tether-holdings-acquisition/,1970-01-01,200,Indexable,,56,890,1,single_slug,Ark Invest Considers Investment in Tether Holdings - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/arkham-morgan-stanley-spot-bitcoin-etf-wallets/,1970-01-01,200,Indexable,,52,766,1,single_slug,Arkham Says It Identified Morgan Stanley Bitcoin ETF Wallets,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/arthur-hayes-altcoin-season/,1970-01-01,200,Indexable,,50,638,1,single_slug;wordcount_lt700,Arthur Hayes Declares Ongoing Altcoin Season in Cryptocurrency - DeFiliban,deprioritize,low,Indexable URL currently discovered but not a high-priority push candidate based on local signals.
https://defiliban.io/arthur-hayes-eth-transfer-strategy/,1970-01-01,200,Indexable,,54,772,1,single_slug,Arthur Hayes Transfers 680 ETH to Market-Making Venues - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/arthur-hayes-ethereum-price-prediction-2/,1970-01-01,MISSING,MISSING,,59,674,1,single_slug;suffix_2_3_4;wordcount_lt700,"Arthur Hayes Predicts Ethereum Price Will Reach $20,000 - DeFiliban",ignore_already_handled,low,"URL is missing from the latest local crawl, likely already removed or no longer internally reachable."
https://defiliban.io/arthur-hayes-invests-uni-tokens/,1970-01-01,200,Indexable,,52,767,1,single_slug,Arthur Hayes Invests in UNI Tokens Amid Supply Shock Predictions - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/aster-cryptocurrency-whale-activity/,1970-01-01,200,Indexable,,54,795,1,single_slug,Aster Cryptocurrency Sees Increased Whale Activity and Buyback Plan - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/aster-eyes-5-bnb-tops-1300-blockdags-430m-surge/,1970-01-01,200,Indexable,,55,1126,1,single_slug;blockdag_cluster,"Aster Eyes $5, BNB Tops $1,300, BlockDAG’s $430M Surge",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/australia-crypto-trust-decline/,1970-01-01,200,Indexable,,49,848,1,single_slug,Australia's Crypto Trust Declines Amid Regulatory Challenges - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/australias-premier-crypto-event-returns-for-2025-auscryptocon-set-to-transform-sydney-this-november/,1970-01-01,200,Indexable,,52,766,1,single_slug,Australia’s Premier Crypto Event Returns for 2025: AusCryptoCon Set to Transform Sydney This November,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/avalanche-etf-cardano-ada-price-potential-and-blockdag-presale-top-crypto-to-buy-in-2025-analysis/,1970-01-01,200,Indexable,,50,1114,1,single_slug;blockdag_cluster,"Avalanche ETF, Cardano (ADA) Price Potential, and BlockDAG Presale – Top Crypto to Buy in 2025 Analysis",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/bahrain-powers-the-next-wave-of-financial-innovation-fintech-revolution-summit-2026-announced-in-manama/,1970-01-01,200,Indexable,,52,667,1,single_slug;wordcount_lt700,Bahrain Powers the Next Wave of Financial Innovation: Fintech Revolution Summit 2026 Announced in Manama,delete_or_noindex,medium,Launch/listing/announcement-style URL with weak crawl-quality signals.
https://defiliban.io/bank-of-america-bitcoin-allocation/,1970-01-01,200,Indexable,,55,709,1,single_slug,Bank of America Allows 4% Bitcoin Portfolio Allocation - DeFiliban,deprioritize,low,Indexable URL currently discovered but not a high-priority push candidate based on local signals.
https://defiliban.io/based-binance-alpha-listing-2/,1970-01-01,MISSING,MISSING,,51,789,2,single_slug;duplicate_title:2;suffix_2_3_4,$BASED on Binance Alpha: DeFi Liquidity Impact,ignore_already_handled,low,"URL is missing from the latest local crawl, likely already removed or no longer internally reachable."
https://defiliban.io/based-binance-alpha-listing/,1970-01-01,200,Indexable,,44,787,2,single_slug;duplicate_title:2,$BASED on Binance Alpha: DeFi Liquidity Impact,deprioritize,low,Indexable URL currently discovered but not a high-priority push candidate based on local signals.
https://defiliban.io/bdag-partners-with-inter-milan-us-teams-as-presale-smashes-396m/,1970-01-01,200,Indexable,,49,959,1,single_slug,BDAG Partners With Inter Milan & U.S. Teams as Presale Smashes $396M,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/belarus-crypto-payments-milestone/,1970-01-01,200,Indexable,,47,832,1,single_slug,Belarus Achieves $1.7 Billion in Crypto Payments - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/bessent-criticizes-powell-interest-rate/,1970-01-01,200,Indexable,,51,876,1,single_slug,Bessent Criticizes Powell Over Interest Rate Policy - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/best-altcoin-to-buy-2025-blockdag-beats-sol-eth-and-bnb-with-massive-growth/,1970-01-01,200,Indexable,,51,1563,1,single_slug;blockdag_cluster;wordcount_1200_plus,"Best Altcoin to Buy 2025: BlockDAG Beats SOL, ETH and BNB with Massive Growth",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/best-crypto-coins-in-2025-blockdag-dogecoin-pengu-hbar/,1970-01-01,200,Indexable,,53,1246,1,single_slug;blockdag_cluster;wordcount_1200_plus,"Best Crypto Coins in 2025: BlockDAG, Dogecoin, Pengu, HBAR",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/best-crypto-presale-blockdag-blockchainfx-lyno-ai-ozak-ai/,1970-01-01,200,Indexable,,54,1244,1,single_slug;blockdag_cluster;wordcount_1200_plus,"Best Crypto Presale: BlockDAG, BlockchainFX, Lyno AI, Ozak AI",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/best-crypto-projects-2025-blockdag-ethereum-binance-xrp/,1970-01-01,200,Indexable,,55,1130,1,single_slug;blockdag_cluster,"Best Crypto Projects 2025: BlockDAG, Ethereum, Binance, XRP",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/best-crypto-to-buy-now-ethereum-holds-4400-as-staking-demand-grows/,1970-01-01,200,Indexable,,55,1042,1,single_slug,"Best Crypto to Buy Now | Ethereum Holds $4,400 as Staking Demand Grows",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/best-crypto-to-invest-in-2025-blockdag-ada-link-and-sui/,1970-01-01,200,Indexable,,54,1094,1,single_slug;blockdag_cluster,"Best Crypto to Invest in 2025? BlockDAG, ADA, LINK, and SUI",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/best-performing-cryptos-2025-eth-bnb-blockdag-ada/,1970-01-01,200,Indexable,,56,903,1,single_slug;blockdag_cluster,"Best Performing Cryptos 2025: ETH, BNB, BlockDAG, ADA",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/best-presale-coins-of-2025-blockdag-nexchain-ai-t6900-bitcoin-hyper/,1970-01-01,200,Indexable,,55,1089,1,single_slug;blockdag_cluster,"Best Presale Coins of 2025: BlockDAG, Nexchain AI, T6900 & Bitcoin Hyper",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/beyond-specialization-why-blockdags-integrated-model-presents-a-superior-investment-case/,1970-01-01,200,Indexable,,51,1546,1,single_slug;blockdag_cluster;wordcount_1200_plus,Beyond Specialization: Why BlockDAG's Integrated Model Presents a Superior Investment Case,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/bhutan-bitcoin-reserves-hydropower/,1970-01-01,200,Indexable,,59,793,1,single_slug,Bhutan Holds $1.3 Billion in Bitcoin Reserves - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/bhutan-bitcoin-transfers-september-2025/,1970-01-01,200,Indexable,,54,774,1,single_slug,Bhutan Transfers 419.5 BTC Worth $47.23 Million - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/bhutan-sells-120m-bitcoin-2026/,1970-01-01,200,Indexable,,49,857,1,single_slug,"Bhutan Dumps $120M in BTC, Arkham On-Chain Data Shows",deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/bhutan-sold-70-percent-bitcoin-holdings-18-months/,1970-01-01,200,Indexable,,67,1016,1,single_slug,Bhutan Sold 70% of Its Bitcoin Holdings in 18 Months,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/bhutan-validator-node-sei-network/,1970-01-01,200,Indexable,,54,767,1,single_slug,Bhutan Launches Validator Node on Sei Network in 2026 - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/bifi-fio-fun-mdt-oxt-wan-delisted-binance-spot/,1970-01-01,200,Indexable,,50,694,1,single_slug;wordcount_lt700,"Binance Spot Delists BIFI, FIO, FUN, MDT, OXT, and WAN: What Changes Now",deprioritize,low,Indexable URL currently discovered but not a high-priority push candidate based on local signals.
https://defiliban.io/bill-featured-on-binance-alpha/,1970-01-01,200,Indexable,,6312,698,1,single_slug;wordcount_lt700,BILL Featured on Binance Alpha: What It Means,delete_or_noindex,medium,Launch/listing/announcement-style URL with weak crawl-quality signals.
https://defiliban.io/binance-300-million-users/,1970-01-01,200,Indexable,,50,808,1,single_slug,Binance Surpasses 300 Million Users in Major Milestone - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/binance-adds-new-spot-trading-pairs-april-6-2026/,1970-01-01,200,Indexable,,54,996,1,single_slug,"Binance Adds New Spot Trading Pairs on April 6, 2026",deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/binance-alpha-early-access-tokens/,1970-01-01,200,Indexable,,52,792,1,single_slug,Binance Alpha 2.0 Launches Early Access for New Tokens - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/binance-australia-derivatives-fined-10-million-federal-court-onboarding/,1970-01-01,200,Indexable,,59,1099,1,single_slug,Binance Australia Fined A$10 Million by Federal Court Over Onboarding Failures,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/binance-blockchain-100-awards-2025/,1970-01-01,200,Indexable,,49,677,1,single_slug;wordcount_lt700,Binance Announces Inaugural Blockchain 100 Awards for 2025 - DeFiliban,deprioritize,low,Indexable URL currently discovered but not a high-priority push candidate based on local signals.
https://defiliban.io/binance-coin-all-time-high/,1970-01-01,200,Indexable,,60,825,1,single_slug,Binance Coin Reaches All-Time High Market Cap of $131 Billion - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/binance-coin-price-decline/,1970-01-01,200,Indexable,,51,763,1,single_slug,Binance Coin Price Decline Sparks Market Concerns - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/binance-delist-ata-farm-mln-phb-sys-spot-market/,1970-01-01,200,Indexable,,,,,missing_from_crawl_export,,deprioritize,low,Indexable URL currently discovered but not a high-priority push candidate based on local signals.
https://defiliban.io/binance-franklin-templeton-partnership/,1970-01-01,200,Indexable,,53,786,1,single_slug,Binance Partners with Franklin Templeton for Tokenized Securities - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/binance-futures-delist-b3-degen-bobusdtir-dam-usdt-pairs/,1970-01-01,200,Indexable,,55,707,1,single_slug,"Binance Futures to Delist B3, DEGEN, BOBUSDTIR and DAM Pairs",deprioritize,low,Indexable URL currently discovered but not a high-priority push candidate based on local signals.
https://defiliban.io/binance-pauses-withdrawals-ukrainian-users/,1970-01-01,200,Indexable,,56,663,1,single_slug;wordcount_lt700,Binance Pauses Withdrawals for Ukrainian Users via Cards - DeFiliban,deprioritize,low,Indexable URL currently discovered but not a high-priority push candidate based on local signals.
https://defiliban.io/binance-record-growth-trading-compliance/,1970-01-01,200,Indexable,,51,776,1,single_slug,Binance Achieves Record Growth in Trading and Compliance - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/binance-reintroduce-stock-trading/,1970-01-01,200,Indexable,,57,666,1,single_slug;wordcount_lt700,Binance Considers Reintroducing Stock Trading Feature - DeFiliban,deprioritize,low,Indexable URL currently discovered but not a high-priority push candidate based on local signals.
https://defiliban.io/binance-spot-price-range-execution-rule-abnormal-order-execution/,1970-01-01,200,Indexable,,55,1191,1,single_slug,Binance Spot Price Range Execution Rule: What It Means for Users,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/binance-uae-staff-relocation-hong-kong/,1970-01-01,200,Indexable,,54,1053,1,single_slug,Binance UAE Staff Relocation: What the Report Shows,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/bipartisan-crypto-tax-bill/,1970-01-01,200,Indexable,,49,818,1,single_slug,Bipartisan Crypto Tax Bill Introduced in U.S. House - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/bitcoin-30-day-realized-losses/,1970-01-01,200,Indexable,,53,801,1,single_slug,Bitcoin Records First 30-Day Realized Losses Since October - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/bitcoin-46-percent-below-ath-cycle-bottom-analysis/,1970-01-01,200,Indexable,,54,1219,1,single_slug;wordcount_1200_plus,Bitcoin at -46% From ATH: Is the Cycle Bottom In?,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/bitcoin-55k-before-100k-crowded-trade/,1970-01-01,200,Indexable,,60,1255,1,single_slug;wordcount_1200_plus,Why Bitcoin Could Hit $55K Before the $100K Breakout,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/bitcoin-80k-odds-top-60k-polymarket-march/,1970-01-01,200,Indexable,,58,1318,1,single_slug;wordcount_1200_plus,Bitcoin $80K Odds Beat $60K on Polymarket in March,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/bitcoin-altseason-prediction-james-wynn/,1970-01-01,200,Indexable,,60,857,1,single_slug,Crypto Trader Predicts Bitcoin's Rise and Altseason Ahead - DeFiliban,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/bitcoin-clears-59k-72k-supply-zone-conviction-pending/,1970-01-01,200,Indexable,,58,1110,1,single_slug,Bitcoin Clears $59K-$72K Supply Zone as Conviction Faces Its Next Test,deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/bitcoin-crashes-under-69000-trump-iran-strait-of-hormuz/,1970-01-01,200,Indexable,,44,964,1,single_slug,"Bitcoin Crashes Under $69,000 After Trump Iran Threat, Strait of Hormuz Fears",deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
https://defiliban.io/bitcoin-crashes-under-71000-down-5-today/,1970-01-01,200,Indexable,,54,998,1,single_slug,"Bitcoin Crashes Below $71,000, Down 5% Today",deprioritize,low,"Legitimate editorial URL, but not strong enough to prioritize before a fresh recrawl."
